Persona atendida;Tipo de pasaporte;Tiempo de servicio (minutos)
21856;Biométrico;1,220675546
21857;Biométrico;0,835766475
21858;Biométrico;0,821934843
21859;Biométrico;1,066143923
21860;Biométrico;0,903690836
21861;Biométrico;1,285986968
21862;Biométrico;2,382142451
21863;Biométrico;1,378321984
21864;Biométrico;1,033515218
21865;Biométrico;0,779096615
21866;Biométrico;0,761343217
21867;Biométrico;2,547008088
21868;Biométrico;0,07733165
21869;Biométrico;0,653634283
21870;Biométrico;0,089757285
21871;Biométrico;0,509802476
21872;Biométrico;1,020469043
21873;Biométrico;0,761627024
21874;Biométrico;1,933185823
21875;Biométrico;1,053339696
21876;Biométrico;0,576843678
21877;Biométrico;0,432015626
21878;Biométrico;1,463250406
21879;Biométrico;0,642125102
21880;Biométrico;1,473002982
21881;Biométrico;0,01204492
21882;Biométrico;2,080015067
21883;Biométrico;0,359892275
21884;Biométrico;1,060029983
21885;Biométrico;0,185734788
21886;Biométrico;2,821231103
21887;Biométrico;0,112686299
21888;Biométrico;1,0504301
21889;Biométrico;0,236627015
21890;Biométrico;4,473772982
21891;Biométrico;3,685370795
21892;Biométrico;0,185807453
21893;Biométrico;0,613359008
21894;Biométrico;3,393915248
21895;Biométrico;0,228603173
21896;Biométrico;4,270538417
21897;Biométrico;1,033019344
21898;Biométrico;1,154889139
21899;Biométrico;3,386958832
21900;Biométrico;0,020840764
21901;Biométrico;0,060237299
21902;Biométrico;1,71277501
21903;Biométrico;0,573335771
21904;Biométrico;0,874688764
21905;Biométrico;3,316578302
21906;Biométrico;2,207656812
21907;Biométrico;1,691915983
21908;Biométrico;0,809867103
21909;Biométrico;0,53051498
21910;Biométrico;1,198358168
21911;Biométrico;0,395833927
21912;Biométrico;1,143676203
21913;Biométrico;0,399289462
21914;Biométrico;0,065075184
21915;Biométrico;0,084184496
21916;Biométrico;0,559421806
21917;Biométrico;0,034436775
21918;Biométrico;1,476253292
21919;Biométrico;1,572404735
21920;Biométrico;1,315497996
21921;Biométrico;3,5545009
21922;Biométrico;0,407542524
21923;Biométrico;3,39630665
21924;Biométrico;0,732208781
21925;Biométrico;0,811595661
21926;Biométrico;0,528926839
21927;Biométrico;1,634350893
21928;Biométrico;0,451926483
21929;Biométrico;0,568827182
21930;Biométrico;0,97045801
21931;Biométrico;1,021978479
21932;Biométrico;0,969278732
21933;Biométrico;1,091710916
21934;Biométrico;5,262766042
21935;Biométrico;2,140823684
21936;Biométrico;2,751858507
21937;Biométrico;0,853020758
21938;Biométrico;1,396557101
21939;Biométrico;1,526675627
21940;Biométrico;0,372321184
21941;Biométrico;2,233674475
21942;Biométrico;1,545104706
21943;Biométrico;0,61082071
21944;Biométrico;2,444593086
21945;Biométrico;4,155118713
21946;Biométrico;0,039205393
21947;Biométrico;0,053542563
21948;Biométrico;0,06046701
21949;Biométrico;0,404004612
21950;Biométrico;0,679361576
21951;Biométrico;0,194813238
21952;Biométrico;0,130226686
21953;Biométrico;1,089117056
21954;Biométrico;3,350722403
21955;Biométrico;0,622083758
21956;Biométrico;2,302016064
21957;Biométrico;0,733535262
21958;Biométrico;1,296161704
21959;Biométrico;1,537498729
21960;Biométrico;0,974265786
21961;Biométrico;2,71150465
21962;Biométrico;0,280148567
21963;Biométrico;0,194031473
21964;Biométrico;0,928443565
21965;Biométrico;0,401315262
21966;Biométrico;0,184486922
21967;Biométrico;0,238935815
21968;Biométrico;4,874985369
21969;Biométrico;2,144985156
21970;Biométrico;1,167769045
21971;Biométrico;0,044754923
21972;Biométrico;0,295355036
21973;Biométrico;0,104084371
21974;Biométrico;1,157366837
21975;Biométrico;1,841903027
21976;Biométrico;0,424283064
21977;Biométrico;0,601734063
21978;Biométrico;0,918396122
21979;Biométrico;0,031918311
21980;Biométrico;0,723909977
21981;Biométrico;1,837116994
21982;Biométrico;6,674444342
21983;Biométrico;0,953900484
21984;Biométrico;0,891921163
21985;Biométrico;0,41252023
21986;Biométrico;0,578470736
21987;Biométrico;0,844602992
21988;Biométrico;0,615113785
21989;Biométrico;0,448096255
21990;Biométrico;0,613339993
21991;Biométrico;0,830100779
21992;Biométrico;1,08813988
21993;Biométrico;0,492533365
21994;Biométrico;0,598515122
21995;Biométrico;0,700390534
21996;Biométrico;0,05625522
21997;Biométrico;1,708842655
21998;Biométrico;1,047409638
21999;Biométrico;0,637129762
22000;Biométrico;7,580263693
22001;Biométrico;0,152232409
22002;Biométrico;1,545515739
22003;Biométrico;2,508488813
22004;Biométrico;0,831237992
22005;Biométrico;0,614506204
22006;Biométrico;0,132559904
22007;Biométrico;0,830808022
22008;Biométrico;0,387096316
22009;Biométrico;0,455687883
22010;Biométrico;0,599964011
22011;Biométrico;2,530606157
22012;Biométrico;0,354409398
22013;Biométrico;3,88496669
22014;Biométrico;1,805641031
22015;Biométrico;0,076515801
22016;Biométrico;0,098617475
22017;Biométrico;0,805693731
22018;Biométrico;1,486493988
22019;Biométrico;0,48076522
22020;Biométrico;2,754312191
22021;Biométrico;1,866194582
22022;Biométrico;0,810704777
22023;Biométrico;0,472455151
22024;Biométrico;0,283738667
22025;Biométrico;0,172256118
22026;Biométrico;2,264674732
22027;Biométrico;2,807282944
22028;Biométrico;1,208447662
22029;Biométrico;0,624019012
22030;Biométrico;0,38865817
22031;Biométrico;1,528950533
22032;Biométrico;1,999134257
22033;Biométrico;1,63867401
22034;Biométrico;0,794333417
22035;Biométrico;0,265037452
22036;Biométrico;2,624539396
22037;Biométrico;0,424068984
22038;Biométrico;0,258291754
22039;Biométrico;1,246546971
22040;Biométrico;0,584823397
22041;Biométrico;2,544540264
22042;Biométrico;1,469862685
22043;Biométrico;0,085518477
22044;Biométrico;0,075053808
22045;Biométrico;0,21355804
22046;Biométrico;1,519927338
22047;Biométrico;0,162357745
22048;Biométrico;0,380353589
22049;Biométrico;2,069427802
22050;Biométrico;0,301467027
22051;Biométrico;2,377023058
22052;Biométrico;2,86950666
22053;Biométrico;1,581750162
22054;Biométrico;3,350091535
22055;Biométrico;4,991996219
22056;Biométrico;1,439001723
22057;Biométrico;1,147523851
22058;Biométrico;2,486839673
22059;Biométrico;4,418134717
22060;Biométrico;0,394479078
22061;Biométrico;0,801103731
22062;Biométrico;1,035068632
22063;Biométrico;1,947294709
22064;Biométrico;0,346426167
22065;Biométrico;0,390210161
22066;Biométrico;1,43402133
22067;Biométrico;0,169234367
22068;Biométrico;0,205592389
22069;Biométrico;0,980384621
22070;Biométrico;0,638996707
22071;Biométrico;2,152817566
22072;Biométrico;4,791782246
22073;Biométrico;0,179281294
22074;Biométrico;4,389384384
22075;Biométrico;1,057142241
22076;Biométrico;1,305988885
22077;Biométrico;1,869450263
22078;Biométrico;1,948133281
22079;Biométrico;0,029170108
22080;Biométrico;0,588576376
22081;Biométrico;1,940833632
22082;Biométrico;3,630784005
22083;Biométrico;1,157810242
22084;Biométrico;0,481289868
22085;Biométrico;3,538017313
22086;Biométrico;2,338158355
22087;Biométrico;0,031498258
22088;Biométrico;0,675815594
22089;Biométrico;0,160869824
22090;Biométrico;0,49900006
22091;Biométrico;0,491370544
22092;Biométrico;0,806772129
22093;Biométrico;0,268415073
22094;Biométrico;1,597290526
22095;Biométrico;0,696633571
22096;Biométrico;3,257005033
22097;Biométrico;0,215317757
22098;Biométrico;5,245461861
22099;Biométrico;2,116152042
22100;Biométrico;0,154605904
22101;Biométrico;0,581235112
22102;Biométrico;0,381095643
22103;Biométrico;0,169119256
22104;Biométrico;0,95810245
22105;Biométrico;1,045044449
22106;Biométrico;0,819500969
22107;Biométrico;0,78551084
22108;Biométrico;0,207871058
22109;Biométrico;0,439650324
22110;Biométrico;2,308844793
22111;Biométrico;0,066535467
22112;Biométrico;0,918894592
22113;Biométrico;1,460131251
22114;Biométrico;1,577420153
22115;Biométrico;2,164655362
22116;Biométrico;0,372465536
22117;Biométrico;1,208938788
22118;Biométrico;0,051364159
22119;Biométrico;0,815017832
22120;Biométrico;2,104645763
22121;Biométrico;2,89561998
22122;Biométrico;1,490593069
22123;Biométrico;0,471931641
22124;Biométrico;3,961949116
22125;Biométrico;0,62196143
22126;Biométrico;1,683402469
22127;Biométrico;0,16344861
22128;Biométrico;1,919927365
22129;Biométrico;4,401611894
22130;Biométrico;0,121713211
22131;Biométrico;0,506959452
22132;Biométrico;0,256586239
22133;Biométrico;1,154256541
22134;Biométrico;0,269960508
22135;Biométrico;0,407341381
22136;Biométrico;0,099251564
22137;Biométrico;0,545955964
22138;Biométrico;0,794966152
22139;Biométrico;0,616018531
22140;Biométrico;1,175105176
22141;Biométrico;0,692262984
22142;Biométrico;0,270675365
22143;Biométrico;0,840535403
22144;Biométrico;0,888530587
22145;Biométrico;1,678688297
22146;Biométrico;0,487082205
22147;Biométrico;1,962256929
22148;Biométrico;0,408549125
22149;Biométrico;1,739992772
22150;Biométrico;0,456848389
22151;Biométrico;6,897416732
22152;Biométrico;0,869102039
22153;Biométrico;0,057964548
22154;Biométrico;1,303351632
22155;Biométrico;1,316634749
22156;Biométrico;0,055263853
22157;Biométrico;0,202822201
22158;Biométrico;1,150840409
22159;Biométrico;1,318859519
22160;Biométrico;1,5030589
22161;Biométrico;0,537958385
22162;Biométrico;0,280851807
22163;Biométrico;0,22428672
22164;Biométrico;0,632599484
22165;Biométrico;1,247443526
22166;Biométrico;0,095152786
22167;Biométrico;1,626794505
22168;Biométrico;0,083581977
22169;Biométrico;0,191865679
22170;Biométrico;0,468760617
22171;Biométrico;0,345153383
22172;Biométrico;0,85106177
22173;Biométrico;0,552890563
22174;Biométrico;3,315128618
22175;Biométrico;0,66698246
22176;Biométrico;0,410470916
22177;Biométrico;1,796563436
22178;Biométrico;2,162066244
22179;Biométrico;0,000877569
22180;Biométrico;0,352687398
22181;Biométrico;1,79802515
22182;Biométrico;1,262494396
22183;Biométrico;5,597448605
22184;Biométrico;0,509473003
22185;Biométrico;0,247268999
22186;Biométrico;1,425351567
22187;Biométrico;0,012266611
22188;Biométrico;2,412791581
22189;Biométrico;6,056720717
22190;Biométrico;1,518734343
22191;Biométrico;0,639301781
22192;Biométrico;0,593210678
22193;Biométrico;2,252626988
22194;Biométrico;0,103103569
22195;Biométrico;1,569490225
22196;Biométrico;0,198373355
22197;Biométrico;1,110737996
22198;Biométrico;0,499508003
22199;Biométrico;0,911213827
22200;Biométrico;3,634950286
22201;Biométrico;4,207980891
22202;Biométrico;1,11126959
22203;Biométrico;0,148583267
22204;Biométrico;0,76613957
22205;Biométrico;6,608136902
22206;Biométrico;0,181944944
22207;Biométrico;0,099855392
22208;Biométrico;0,109381528
22209;Biométrico;0,213961169
22210;Biométrico;0,897424128
22211;Biométrico;0,844610691
22212;Biométrico;1,128883191
22213;Biométrico;0,384820258
22214;Biométrico;0,497355783
22215;Biométrico;3,069632017
22216;Biométrico;1,391063407
22217;Biométrico;0,007655548
22218;Biométrico;1,710586591
22219;Biométrico;0,20189752
22220;Biométrico;0,395466916
22221;Biométrico;0,087415842
22222;Biométrico;0,253112351
22223;Biométrico;0,046601898
22224;Biométrico;0,631064781
22225;Biométrico;0,070339782
22226;Biométrico;0,303343511
22227;Biométrico;0,685077024
22228;Biométrico;4,425912902
22229;Biométrico;0,957723842
22230;Biométrico;0,212967586
22231;Biométrico;2,318874101
22232;Biométrico;0,117052016
22233;Biométrico;0,52643887
22234;Biométrico;2,475199241
22235;Biométrico;1,211714489
22236;Biométrico;1,42089036
22237;Biométrico;4,184340085
22238;Biométrico;0,792650527
22239;Biométrico;1,886398677
22240;Biométrico;1,1240802
22241;Biométrico;0,834469539
22242;Biométrico;0,274145479
22243;Biométrico;2,433228261
22244;Biométrico;0,45632725
22245;Biométrico;0,65274324
22246;Biométrico;2,459246434
22247;Biométrico;2,455401661
22248;Biométrico;3,160071287
22249;Biométrico;0,060719064
22250;Biométrico;0,728522529
22251;Biométrico;1,040830435
22252;Biométrico;2,202370274
22253;Biométrico;1,45446394
22254;Biométrico;0,002095567
22255;Biométrico;1,742885688
22256;Biométrico;0,437242106
22257;Biométrico;1,145131525
22258;Biométrico;1,743317599
22259;Biométrico;0,184071996
22260;Biométrico;0,503435876
22261;Biométrico;0,272987038
22262;Biométrico;0,470450311
22263;Biométrico;1,534963333
22264;Biométrico;3,025080785
22265;Biométrico;0,369929161
22266;Biométrico;3,303978614
22267;Biométrico;1,487774244
22268;Biométrico;1,357374765
22269;Biométrico;0,823583506
22270;Biométrico;0,191828653
22271;Biométrico;0,343364387
22272;Biométrico;0,921350511
22273;Biométrico;1,729906193
22274;Biométrico;0,055399024
22275;Biométrico;1,630735241
22276;Biométrico;0,177736066
22277;Biométrico;5,495624142
22278;Biométrico;1,475391667
22279;Biométrico;3,866595513
22280;Biométrico;0,310245891
22281;Biométrico;2,205564767
22282;Biométrico;0,386995971
22283;Biométrico;1,081550537
22284;Biométrico;0,372166281
22285;Biométrico;0,556522912
22286;Biométrico;0,685788
22287;Biométrico;1,103385861
22288;Biométrico;0,923930688
22289;Biométrico;1,16856747
22290;Biométrico;0,715613403
22291;Biométrico;0,830291683
22292;Biométrico;1,809956471
22293;Biométrico;0,621018002
22294;Biométrico;2,224786938
22295;Biométrico;0,147592034
22296;Biométrico;0,141351047
22297;Biométrico;0,080793469
22298;Biométrico;1,205032556
22299;Biométrico;1,675870927
22300;Biométrico;2,254002883
22301;Biométrico;0,544398757
22302;Biométrico;3,082617548
22303;Biométrico;1,694029332
22304;Biométrico;2,72555625
22305;Biométrico;0,844642224
22306;Biométrico;0,224936201
22307;Biométrico;0,176215229
22308;Biométrico;0,457709236
22309;Biométrico;2,908177298
22310;Biométrico;2,086313941
22311;Biométrico;0,41090688
22312;Biométrico;1,174488768
22313;Biométrico;0,383560764
22314;Biométrico;0,839408218
22315;Biométrico;2,668952385
22316;Biométrico;0,021312784
22317;Biométrico;0,182553987
22318;Biométrico;0,259974192
22319;Biométrico;1,039144081
22320;Biométrico;0,103887137
22321;Biométrico;0,748139433
22322;Biométrico;2,414247331
22323;Biométrico;1,020520757
22324;Biométrico;6,585291602
22325;Biométrico;0,123815937
22326;Biométrico;0,595313666
22327;Biométrico;0,974705566
22328;Biométrico;0,917394418
22329;Biométrico;6,319890238
22330;Biométrico;2,89623002
22331;Biométrico;4,330064621
22332;Biométrico;1,975104107
22333;Biométrico;1,156228112
22334;Biométrico;1,140402023
22335;Biométrico;4,290837419
22336;Biométrico;3,996713101
22337;Biométrico;0,419237728
22338;Biométrico;0,228571496
22339;Biométrico;1,681152604
22340;Biométrico;2,69742816
22341;Biométrico;0,326645414
22342;Biométrico;0,24331501
22343;Biométrico;0,148688819
22344;Biométrico;1,256393298
22345;Biométrico;1,563982552
22346;Biométrico;0,022421023
22347;Biométrico;0,190374669
22348;Biométrico;1,558140297
22349;Biométrico;1,010459413
22350;Biométrico;1,40850177
22351;Biométrico;0,50250865
22352;Biométrico;2,713868243
22353;Biométrico;2,274876071
22354;Biométrico;1,073158188
22355;Biométrico;0,322879124
22356;Biométrico;0,149928262
22357;Biométrico;3,207569667
22358;Biométrico;0,166862113
22359;Biométrico;2,326434912
22360;Biométrico;1,840782552
22361;Biométrico;3,692521804
22362;Biométrico;0,94785204
22363;Biométrico;0,222320857
22364;Biométrico;0,050077783
22365;Biométrico;0,860138016
22366;Biométrico;1,514986042
22367;Biométrico;1,238741793
22368;Biométrico;1,005535408
22369;Biométrico;0,07549652
22370;Biométrico;0,554876449
22371;Biométrico;0,095700763
22372;Biométrico;3,458794261
22373;Biométrico;0,270690706
22374;Biométrico;3,048522462
22375;Biométrico;3,902700966
22376;Biométrico;0,86693133
22377;Biométrico;0,223222208
22378;Biométrico;0,590523431
22379;Biométrico;1,976135185
22380;Biométrico;1,747356651
22381;Biométrico;0,880124675
22382;Biométrico;1,629146511
22383;Biométrico;0,875429052
22384;Biométrico;1,137576765
22385;Biométrico;1,985070382
22386;Biométrico;0,182839279
22387;Biométrico;0,048495232
22388;Biométrico;0,335931133
22389;Biométrico;0,071798882
22390;Biométrico;1,437802063
22391;Biométrico;2,103886601
22392;Biométrico;0,327076541
22393;Biométrico;2,083739794
22394;Biométrico;0,188058414
22395;Biométrico;2,151996243
22396;Biométrico;1,42241547
22397;Biométrico;0,527979579
22398;Biométrico;0,295465716
22399;Biométrico;0,722017992
22400;Biométrico;3,62147693
22401;Biométrico;0,319788661
22402;Biométrico;1,829638041
22403;Biométrico;0,054471517
22404;Biométrico;0,593339602
22405;Biométrico;0,464929075
22406;Biométrico;0,831181079
22407;Biométrico;0,755880952
22408;Biométrico;0,301884209
22409;Biométrico;1,114128468
22410;Biométrico;1,030973788
22411;Biométrico;0,953331892
22412;Biométrico;3,224908112
22413;Biométrico;0,470243925
22414;Biométrico;0,129970475
22415;Biométrico;0,997675651
22416;Biométrico;0,035050234
22417;Biométrico;1,442525649
22418;Biométrico;1,286427785
22419;Biométrico;0,755116759
22420;Biométrico;1,921943124
22421;Biométrico;0,039571105
22422;Biométrico;0,414753157
22423;Biométrico;1,574297174
22424;Biométrico;0,704398428
22425;Biométrico;1,662387103
22426;Biométrico;0,421444057
22427;Biométrico;0,78661428
22428;Biométrico;0,051180803
22429;Biométrico;0,212902403
22430;Biométrico;3,507446412
22431;Biométrico;1,933220913
22432;Biométrico;1,414389345
22433;Biométrico;0,019248525
22434;Biométrico;1,571217416
22435;Biométrico;0,722428551
22436;Biométrico;1,663384592
22437;Biométrico;0,017854764
22438;Biométrico;2,437661147
22439;Biométrico;0,14998193
22440;Biométrico;1,622372862
22441;Biométrico;2,227529509
22442;Biométrico;1,629605805
22443;Biométrico;1,279072426
22444;Biométrico;0,364006165
22445;Biométrico;1,007075064
22446;Biométrico;0,411000801
22447;Biométrico;0,382871659
22448;Biométrico;3,490751006
22449;Biométrico;4,722328424
22450;Biométrico;0,775054766
22451;Biométrico;0,518792414
22452;Biométrico;0,369796695
22453;Biométrico;0,084643812
22454;Biométrico;0,164272732
22455;Biométrico;0,255130144
22456;Biométrico;1,32616895
22457;Biométrico;7,904489998
22458;Biométrico;0,4606141
22459;Biométrico;4,270772092
22460;Biométrico;0,706853869
22461;Biométrico;0,895769754
22462;Biométrico;0,799123504
22463;Biométrico;1,781796404
22464;Biométrico;3,358630192
22465;Biométrico;1,587181068
22466;Biométrico;0,748612935
22467;Biométrico;0,204851122
22468;Biométrico;1,463090113
22469;Biométrico;0,164455916
22470;Biométrico;1,145372224
22471;Biométrico;0,586970456
22472;Biométrico;0,563272257
22473;Biométrico;1,612643208
22474;Biométrico;0,602274559
22475;Biométrico;2,91719657
22476;Biométrico;0,920134759
22477;Biométrico;1,263968811
22478;Biométrico;1,939923748
22479;Biométrico;0,013997077
22480;Biométrico;0,096700109
22481;Biométrico;0,997567384
22482;Biométrico;2,02065159
22483;Biométrico;2,078846737
22484;Biométrico;0,747249071
22485;Biométrico;2,501258017
22486;Biométrico;1,710912883
22487;Biométrico;2,792675752
22488;Biométrico;0,447529514
22489;Biométrico;0,472910637
22490;Biométrico;0,107177479
22491;Biométrico;1,981719169
22492;Biométrico;0,767855136
22493;Biométrico;0,520361384
22494;Biométrico;0,285103913
22495;Biométrico;0,91258469
22496;Biométrico;0,149807846
22497;Biométrico;0,815718055
22498;Biométrico;1,2925306
22499;Biométrico;0,981001199
22500;Biométrico;0,535562015
22501;Biométrico;0,793219594
22502;Biométrico;0,043405389
22503;Biométrico;0,987890099
22504;Biométrico;0,390944681
22505;Biométrico;0,537143814
22506;Biométrico;0,433342378
22507;Biométrico;4,33025784
22508;Biométrico;1,756862413
22509;Biométrico;1,56004938
22510;Biométrico;4,080554402
22511;Biométrico;0,100972086
22512;Biométrico;0,726777182
22513;Biométrico;3,427262931
22514;Biométrico;0,844100936
22515;Biométrico;0,377691221
22516;Biométrico;1,403205115
22517;Biométrico;1,159319803
22518;Biométrico;5,313149582
22519;Biométrico;3,848964642
22520;Biométrico;0,338969037
22521;Biométrico;0,235924828
22522;Biométrico;0,020341641
22523;Biométrico;0,536147272
22524;Biométrico;1,982647807
22525;Biométrico;1,957893308
22526;Biométrico;0,246856476
22527;Biométrico;1,075255136
22528;Biométrico;0,922208616
22529;Biométrico;0,225270581
22530;Biométrico;0,051290254
22531;Biométrico;1,666825755
22532;Biométrico;0,997706917
22533;Biométrico;0,406057325
22534;Biométrico;0,631568405
22535;Biométrico;0,291597161
22536;Biométrico;0,892672951
22537;Biométrico;0,348040071
22538;Biométrico;1,948758085
22539;Biométrico;0,433832547
22540;Biométrico;1,420362821
22541;Biométrico;2,774675246
22542;Biométrico;1,821447814
22543;Biométrico;0,94930337
22544;Biométrico;0,075332389
22545;Biométrico;0,913109333
22546;Biométrico;0,543837808
22547;Biométrico;0,695278944
22548;Biométrico;1,132802757
22549;Biométrico;0,041450003
22550;Biométrico;0,26863288
22551;Biométrico;1,292550221
22552;Biométrico;0,167524411
22553;Biométrico;0,112251697
22554;Biométrico;0,745828457
22555;Biométrico;1,737647272
22556;Biométrico;0,48399764
22557;Biométrico;3,371329003
22558;Biométrico;1,515772491
22559;Biométrico;0,927491551
22560;Biométrico;1,832866486
22561;Biométrico;0,943252408
22562;Biométrico;1,836449359
22563;Biométrico;2,32090064
22564;Biométrico;1,626186444
22565;Biométrico;2,059868318
22566;Biométrico;0,488526619
22567;Biométrico;0,236764156
22568;Biométrico;0,394699152
22569;Biométrico;3,428598092
22570;Biométrico;0,391572174
22571;Biométrico;0,669491993
22572;Biométrico;0,432676232
22573;Biométrico;1,540198489
22574;Biométrico;0,351500347
22575;Biométrico;0,67841995
22576;Biométrico;0,181836997
22577;Biométrico;0,03807142
22578;Biométrico;0,768732146
22579;Biométrico;1,888605722
22580;Biométrico;1,150952968
22581;Biométrico;0,081677309
22582;Biométrico;2,920308218
22583;Biométrico;0,059800499
22584;Biométrico;0,687462581
22585;Biométrico;0,428861046
22586;Biométrico;0,055735413
22587;Biométrico;3,612434195
22588;Biométrico;1,399841674
22589;Biométrico;1,229760392
22590;Biométrico;2,775830123
22591;Biométrico;0,383372904
22592;Biométrico;0,705308667
22593;Biométrico;2,287894171
22594;Biométrico;2,316687096
22595;Biométrico;3,443479826
22596;Biométrico;0,401126012
22597;Biométrico;0,955452819
22598;Biométrico;0,362917523
22599;Biométrico;2,375844065
22600;Biométrico;2,394119505
22601;Biométrico;1,0229735
22602;Biométrico;1,324845735
22603;Biométrico;1,283133731
22604;Biométrico;1,468615677
22605;Biométrico;0,545926304
22606;Biométrico;1,377510908
22607;Biométrico;2,646968566
22608;Biométrico;0,589345021
22609;Biométrico;2,312516445
22610;Biométrico;0,357801907
22611;Biométrico;0,863309686
22612;Biométrico;2,427515715
22613;Biométrico;0,220773204
22614;Biométrico;0,3860747
22615;Biométrico;5,059664436
22616;Biométrico;1,505589719
22617;Biométrico;0,86971675
22618;Biométrico;0,78882416
22619;Biométrico;0,108255184
22620;Biométrico;2,165208762
22621;Biométrico;0,072849471
22622;Biométrico;1,816554918
22623;Biométrico;0,485666094
22624;Biométrico;0,158620832
22625;Biométrico;0,162696374
22626;Biométrico;0,550818473
22627;Biométrico;0,331093084
22628;Biométrico;0,163976638
22629;Biométrico;1,308742938
22630;Biométrico;1,099185155
22631;Biométrico;1,599768881
22632;Biométrico;1,99148038
22633;Biométrico;4,151031398
22634;Biométrico;0,365727971
22635;Biométrico;2,014276394
22636;Biométrico;0,501730962
22637;Biométrico;2,323518758
22638;Biométrico;1,069449987
22639;Biométrico;0,897481609
22640;Biométrico;0,875531194
22641;Biométrico;0,822939403
22642;Biométrico;0,429959033
22643;Biométrico;0,749932702
22644;Biométrico;1,374640398
22645;Biométrico;2,090280582
22646;Biométrico;1,850559317
22647;Biométrico;2,717266147
22648;Biométrico;2,19031888
22649;Biométrico;1,008410047
22650;Biométrico;0,495886369
22651;Biométrico;1,230128106
22652;Biométrico;0,576778743
22653;Biométrico;2,356243737
22654;Biométrico;0,796321965
22655;Biométrico;2,510509558
22656;Biométrico;0,513785661
22657;Biométrico;2,915130072
22658;Biométrico;1,621012722
22659;Biométrico;2,422649969
22660;Biométrico;0,688774295
22661;Biométrico;1,950167848
22662;Biométrico;0,217121448
22663;Biométrico;0,790916382
22664;Biométrico;0,832484803
22665;Biométrico;2,522827776
22666;Biométrico;0,478399043
22667;Biométrico;1,378616344
22668;Biométrico;1,455779794
22669;Biométrico;0,008207941
22670;Biométrico;0,030009488
22671;Biométrico;1,836107955
22672;Biométrico;1,058213432
22673;Biométrico;1,214700598
22674;Biométrico;1,416702291
22675;Biométrico;0,504705416
22676;Biométrico;2,316340945
22677;Biométrico;1,890971921
22678;Biométrico;0,211885569
22679;Biométrico;0,946908706
22680;Biométrico;0,328766161
22681;Biométrico;1,767132808
22682;Biométrico;0,438490392
22683;Biométrico;0,692952749
22684;Biométrico;1,258429103
22685;Biométrico;4,316876122
22686;Biométrico;0,593764866
22687;Biométrico;1,349242744
22688;Biométrico;0,049921182
22689;Biométrico;0,512041965
22690;Biométrico;0,236044891
22691;Biométrico;1,043219147
22692;Biométrico;1,286273123
22693;Biométrico;1,412262557
22694;Biométrico;1,79484439
22695;Biométrico;0,94050601
22696;Biométrico;1,251437868
22697;Biométrico;1,102556806
22698;Biométrico;1,543005908
22699;Biométrico;3,572649215
22700;Biométrico;3,572592144
22701;Biométrico;2,981893445
22702;Biométrico;1,094863669
22703;Biométrico;0,5200137
22704;Biométrico;5,027689067
22705;Biométrico;2,144666637
22706;Biométrico;2,080699565
22707;Biométrico;0,824710524
22708;Biométrico;0,911004997
22709;Biométrico;1,658439626
22710;Biométrico;3,79745129
22711;Biométrico;0,036979995
22712;Biométrico;1,259901303
22713;Biométrico;0,447768711
22714;Biométrico;4,86666644
22715;Biométrico;0,18588722
22716;Biométrico;0,907445605
22717;Biométrico;0,169420858
22718;Biométrico;3,513681625
22719;Biométrico;0,689806691
22720;Biométrico;1,651890531
22721;Biométrico;0,138160307
22722;Biométrico;0,679615969
22723;Biométrico;0,546783924
22724;Biométrico;0,166529799
22725;Biométrico;2,98038452
22726;Biométrico;3,509802648
22727;Biométrico;0,448295112
22728;Biométrico;1,014523851
22729;Biométrico;0,319759731
22730;Biométrico;6,097440162
22731;Biométrico;0,095489155
22732;Biométrico;1,765643116
22733;Biométrico;0,342164454
22734;Biométrico;0,774291768
22735;Biométrico;1,659983912
22736;Biométrico;1,708907301
22737;Biométrico;0,132899189
22738;Biométrico;1,709043075
22739;Biométrico;0,184960818
22740;Biométrico;0,928681227
22741;Biométrico;2,239368389
22742;Biométrico;1,542952275
22743;Biométrico;2,896612732
22744;Biométrico;3,985576052
22745;Biométrico;0,321687886
22746;Biométrico;0,548578705
22747;Biométrico;0,681720891
22748;Biométrico;0,193575173
22749;Biométrico;0,859456354
22750;Biométrico;0,11629918
22751;Biométrico;1,778028424
22752;Biométrico;2,793985336
22753;Biométrico;1,539116277
22754;Biométrico;0,287398013
22755;Biométrico;1,940800136
22756;Biométrico;1,895738272
22757;Biométrico;0,192111508
22758;Biométrico;3,247762143
22759;Biométrico;1,058516912
22760;Biométrico;0,411303877
22761;Biométrico;2,362327016
22762;Biométrico;0,541073932
22763;Biométrico;0,269075233
22764;Biométrico;0,047346235
22765;Biométrico;2,062785284
22766;Biométrico;0,909575186
22767;Biométrico;0,487231975
22768;Biométrico;2,24537949
22769;Biométrico;0,860079453
22770;Biométrico;0,711681785
22771;Biométrico;0,876033566
22772;Biométrico;4,824181022
22773;Biométrico;0,021901774
22774;Biométrico;3,484928159
22775;Biométrico;1,354085096
22776;Biométrico;0,476413247
22777;Biométrico;2,405973753
22778;Biométrico;0,273992629
22779;Biométrico;1,337427404
22780;Biométrico;1,985720659
22781;Biométrico;2,709806803
22782;Biométrico;1,738959334
22783;Biométrico;2,225027775
22784;Biométrico;1,060151697
22785;Biométrico;1,501823385
22786;Biométrico;2,483166186
