Fecha de Llegada;Tipo de Avi—n
5/05/2023 2:37;Peque–o
5/05/2023 2:46;Mediano
5/05/2023 2:54;Peque–o
5/05/2023 3:03;Mediano
5/05/2023 3:11;Mediano
5/05/2023 3:23;Grande
5/05/2023 3:35;Grande
5/05/2023 3:45;Grande
5/05/2023 3:55;Mediano
5/05/2023 4:09;Mediano
5/05/2023 4:18;Mediano
5/05/2023 4:25;Mediano
5/05/2023 4:39;Grande
5/05/2023 4:50;Mediano
5/05/2023 4:59;Mediano
5/05/2023 5:12;Mediano
5/05/2023 5:23;Peque–o
5/05/2023 5:30;Grande
5/05/2023 5:44;Mediano
5/05/2023 5:53;Mediano
5/05/2023 6:01;Grande
5/05/2023 6:04;Mediano
5/05/2023 6:06;Grande
5/05/2023 6:07;Mediano
5/05/2023 6:08;Mediano
5/05/2023 6:10;Grande
5/05/2023 6:11;Peque–o
5/05/2023 6:11;Mediano
5/05/2023 6:12;Mediano
5/05/2023 6:17;Grande
5/05/2023 6:18;Grande
5/05/2023 6:24;Mediano
5/05/2023 6:47;Mediano
5/05/2023 6:53;Mediano
5/05/2023 6:56;Mediano
5/05/2023 7:07;Mediano
5/05/2023 7:32;Mediano
5/05/2023 7:33;Grande
5/05/2023 8:08;Mediano
5/05/2023 8:33;Mediano
5/05/2023 8:35;Grande
5/05/2023 8:37;Mediano
5/05/2023 8:40;Grande
5/05/2023 8:47;Grande
5/05/2023 8:50;Grande
5/05/2023 8:59;Mediano
5/05/2023 9:00;Peque–o
5/05/2023 9:07;Peque–o
5/05/2023 9:11;Mediano
5/05/2023 9:12;Grande
5/05/2023 9:19;Grande
5/05/2023 9:36;Mediano
5/05/2023 9:42;Mediano
5/05/2023 9:45;Mediano
5/05/2023 9:49;Mediano
5/05/2023 9:53;Grande
5/05/2023 9:58;Grande
5/05/2023 10:02;Mediano
5/05/2023 10:04;Mediano
5/05/2023 10:06;Mediano
5/05/2023 10:10;Mediano
5/05/2023 10:15;Peque–o
5/05/2023 10:28;Grande
5/05/2023 10:30;Mediano
5/05/2023 10:34;Mediano
5/05/2023 10:41;Mediano
5/05/2023 10:45;Grande
5/05/2023 11:05;Mediano
5/05/2023 11:08;Mediano
5/05/2023 11:12;Grande
5/05/2023 11:15;Mediano
5/05/2023 11:19;Mediano
5/05/2023 11:23;Grande
5/05/2023 11:26;Mediano
5/05/2023 11:29;Mediano
5/05/2023 11:33;Mediano
5/05/2023 11:36;Grande
5/05/2023 11:40;Mediano
5/05/2023 11:44;Mediano
5/05/2023 11:47;Mediano
5/05/2023 11:51;Grande
5/05/2023 11:54;Mediano
5/05/2023 11:58;Peque–o
5/05/2023 12:02;Mediano
5/05/2023 12:05;Mediano
5/05/2023 12:09;Grande
5/05/2023 12:13;Mediano
5/05/2023 12:16;Mediano
5/05/2023 12:20;Grande
5/05/2023 12:24;Mediano
5/05/2023 12:28;Peque–o
5/05/2023 12:31;Mediano
5/05/2023 12:34;Mediano
5/05/2023 12:38;Grande
5/05/2023 12:42;Mediano
5/05/2023 12:46;Mediano
5/05/2023 12:49;Grande
5/05/2023 12:53;Mediano
5/05/2023 12:57;Peque–o
5/05/2023 13:00;Peque–o
5/05/2023 13:05;Grande
5/05/2023 13:08;Mediano
5/05/2023 13:12;Mediano
5/05/2023 13:15;Grande
5/05/2023 13:20;Mediano
5/05/2023 13:24;Grande
5/05/2023 13:28;Mediano
5/05/2023 13:32;Mediano
5/05/2023 13:37;Mediano
5/05/2023 13:40;Mediano
5/05/2023 13:44;Grande
5/05/2023 13:48;Peque–o
5/05/2023 13:52;Peque–o
5/05/2023 13:55;Mediano
5/05/2023 13:58;Grande
5/05/2023 14:03;Mediano
5/05/2023 14:07;Mediano
5/05/2023 14:10;Mediano
5/05/2023 14:14;Mediano
5/05/2023 14:17;Mediano
5/05/2023 14:21;Mediano
5/05/2023 14:24;Mediano
5/05/2023 14:28;Grande
5/05/2023 14:31;Grande
5/05/2023 14:35;Grande
5/05/2023 14:40;Mediano
5/05/2023 14:42;Mediano
5/05/2023 14:46;Mediano
5/05/2023 14:49;Mediano
5/05/2023 14:53;Mediano
5/05/2023 14:57;Grande
5/05/2023 15:00;Mediano
5/05/2023 15:09;Mediano
5/05/2023 15:11;Mediano
5/05/2023 15:14;Mediano
5/05/2023 15:17;Grande
5/05/2023 15:21;Mediano
5/05/2023 15:27;Grande
5/05/2023 15:55;Mediano
5/05/2023 15:59;Grande
5/05/2023 16:38;Mediano
5/05/2023 16:40;Mediano
5/05/2023 16:56;Grande
5/05/2023 17:06;Mediano
5/05/2023 17:10;Mediano
5/05/2023 17:27;Mediano
5/05/2023 17:28;Grande
5/05/2023 18:03;Mediano
5/05/2023 18:14;Peque–o
5/05/2023 18:15;Grande
5/05/2023 18:22;Mediano
5/05/2023 18:29;Mediano
5/05/2023 18:46;Mediano
5/05/2023 18:53;Mediano
5/05/2023 19:18;Mediano
5/05/2023 19:21;Mediano
5/05/2023 19:31;Peque–o
5/05/2023 19:35;Grande
5/05/2023 19:37;Peque–o
5/05/2023 19:41;Peque–o
5/05/2023 19:45;Mediano
5/05/2023 19:49;Grande
5/05/2023 19:51;Peque–o
5/05/2023 19:53;Mediano
5/05/2023 20:01;Peque–o
5/05/2023 20:02;Grande
5/05/2023 20:06;Peque–o
5/05/2023 20:12;Peque–o
5/05/2023 20:30;Grande
5/05/2023 20:41;Mediano
5/05/2023 20:43;Grande
5/05/2023 20:52;Grande
5/05/2023 20:56;Mediano
5/05/2023 21:05;Peque–o
5/05/2023 21:19;Grande
5/05/2023 21:33;Grande
5/05/2023 21:45;Mediano
5/05/2023 21:53;Mediano
5/05/2023 22:00;Peque–o
5/05/2023 22:08;Mediano
5/05/2023 22:21;Mediano
5/05/2023 22:29;Mediano
5/05/2023 22:39;Mediano
5/05/2023 22:53;Grande
5/05/2023 23:01;Mediano
5/05/2023 23:09;Mediano
5/05/2023 23:18;Mediano
5/05/2023 23:29;Mediano
5/05/2023 23:40;Peque–o
5/05/2023 23:51;Mediano
6/05/2023 0:05;Grande
6/05/2023 0:13;Mediano
6/05/2023 0:26;Grande
6/05/2023 0:34;Grande
6/05/2023 0:41;Grande
6/05/2023 0:50;Mediano
6/05/2023 0:58;Grande
6/05/2023 1:08;Mediano
6/05/2023 1:21;Mediano
6/05/2023 1:32;Mediano
6/05/2023 1:43;Mediano
6/05/2023 1:54;Mediano
6/05/2023 2:07;Grande
6/05/2023 2:20;Mediano
6/05/2023 2:33;Mediano
6/05/2023 2:47;Mediano
6/05/2023 2:56;Mediano
6/05/2023 3:07;Mediano
6/05/2023 3:21;Grande
6/05/2023 3:33;Mediano
6/05/2023 3:44;Peque–o
6/05/2023 3:51;Grande
6/05/2023 4:00;Mediano
6/05/2023 4:09;Grande
6/05/2023 4:22;Grande
6/05/2023 4:37;Mediano
6/05/2023 4:51;Mediano
6/05/2023 5:03;Grande
6/05/2023 5:17;Mediano
6/05/2023 5:30;Grande
6/05/2023 5:38;Grande
6/05/2023 5:46;Mediano
6/05/2023 5:58;Mediano
6/05/2023 6:06;Mediano
6/05/2023 6:13;Mediano
6/05/2023 6:21;Mediano
6/05/2023 6:32;Grande
6/05/2023 6:35;Mediano
6/05/2023 6:37;Grande
6/05/2023 6:49;Mediano
6/05/2023 6:53;Mediano
6/05/2023 7:00;Mediano
6/05/2023 7:02;Mediano
6/05/2023 7:06;Mediano
6/05/2023 7:10;Grande
6/05/2023 7:12;Mediano
6/05/2023 7:26;Mediano
6/05/2023 7:31;Mediano
6/05/2023 7:34;Grande
6/05/2023 7:34;Mediano
6/05/2023 7:40;Mediano
6/05/2023 7:45;Mediano
6/05/2023 7:58;Mediano
6/05/2023 8:04;Mediano
6/05/2023 8:08;Mediano
6/05/2023 8:12;Grande
6/05/2023 8:15;Grande
6/05/2023 8:19;Grande
6/05/2023 8:20;Grande
6/05/2023 8:23;Grande
6/05/2023 8:30;Peque–o
6/05/2023 8:30;Mediano
6/05/2023 8:36;Mediano
6/05/2023 8:37;Grande
6/05/2023 8:41;Grande
6/05/2023 8:46;Mediano
6/05/2023 8:53;Mediano
6/05/2023 8:59;Grande
6/05/2023 9:07;Mediano
6/05/2023 9:08;Mediano
6/05/2023 9:11;Mediano
6/05/2023 9:13;Mediano
6/05/2023 9:19;Grande
6/05/2023 9:34;Grande
6/05/2023 9:41;Mediano
6/05/2023 9:42;Grande
6/05/2023 9:44;Mediano
6/05/2023 9:48;Mediano
6/05/2023 9:48;Grande
6/05/2023 9:51;Grande
6/05/2023 9:54;Mediano
6/05/2023 9:57;Mediano
6/05/2023 10:05;Grande
6/05/2023 10:07;Mediano
6/05/2023 10:15;Mediano
6/05/2023 10:19;Mediano
6/05/2023 10:40;Mediano
6/05/2023 10:47;Mediano
6/05/2023 10:59;Mediano
6/05/2023 11:00;Mediano
6/05/2023 11:04;Mediano
6/05/2023 11:07;Mediano
6/05/2023 11:11;Mediano
6/05/2023 11:14;Grande
6/05/2023 11:18;Mediano
6/05/2023 11:21;Peque–o
6/05/2023 11:24;Peque–o
6/05/2023 11:29;Mediano
6/05/2023 11:32;Mediano
6/05/2023 11:36;Grande
6/05/2023 11:40;Mediano
6/05/2023 11:44;Peque–o
6/05/2023 11:48;Mediano
6/05/2023 11:51;Grande
6/05/2023 11:55;Grande
6/05/2023 11:59;Mediano
6/05/2023 12:02;Grande
6/05/2023 12:06;Mediano
6/05/2023 12:09;Mediano
6/05/2023 12:13;Mediano
6/05/2023 12:17;Peque–o
6/05/2023 12:21;Grande
6/05/2023 12:25;Mediano
6/05/2023 12:29;Mediano
6/05/2023 12:33;Mediano
6/05/2023 12:37;Mediano
6/05/2023 12:41;Grande
6/05/2023 12:45;Grande
6/05/2023 12:49;Peque–o
6/05/2023 12:52;Grande
6/05/2023 12:56;Grande
6/05/2023 13:00;Grande
6/05/2023 13:03;Mediano
6/05/2023 13:07;Mediano
6/05/2023 13:11;Grande
6/05/2023 13:14;Mediano
6/05/2023 13:18;Grande
6/05/2023 13:22;Grande
6/05/2023 13:25;Mediano
6/05/2023 13:29;Mediano
6/05/2023 13:33;Peque–o
6/05/2023 13:36;Mediano
6/05/2023 13:40;Mediano
6/05/2023 13:44;Mediano
6/05/2023 13:48;Mediano
6/05/2023 13:51;Mediano
6/05/2023 13:55;Mediano
6/05/2023 13:58;Mediano
6/05/2023 14:02;Peque–o
6/05/2023 14:06;Mediano
6/05/2023 14:09;Peque–o
6/05/2023 14:13;Mediano
6/05/2023 14:16;Mediano
6/05/2023 14:20;Grande
6/05/2023 14:24;Grande
6/05/2023 14:27;Grande
6/05/2023 14:31;Mediano
6/05/2023 14:35;Mediano
6/05/2023 14:38;Mediano
6/05/2023 14:42;Mediano
6/05/2023 14:45;Grande
6/05/2023 14:49;Mediano
6/05/2023 14:53;Mediano
6/05/2023 14:57;Mediano
6/05/2023 15:00;Peque–o
6/05/2023 15:00;Grande
6/05/2023 15:03;Mediano
6/05/2023 15:03;Mediano
6/05/2023 15:05;Grande
6/05/2023 15:14;Mediano
6/05/2023 15:20;Grande
6/05/2023 15:34;Mediano
6/05/2023 15:35;Mediano
6/05/2023 15:37;Grande
6/05/2023 15:45;Peque–o
6/05/2023 15:49;Mediano
6/05/2023 16:02;Mediano
6/05/2023 16:15;Grande
6/05/2023 16:17;Grande
6/05/2023 16:19;Mediano
6/05/2023 16:51;Mediano
6/05/2023 16:52;Mediano
6/05/2023 16:55;Mediano
6/05/2023 17:00;Mediano
6/05/2023 17:16;Mediano
6/05/2023 17:22;Grande
6/05/2023 17:32;Mediano
6/05/2023 17:33;Mediano
6/05/2023 17:43;Grande
6/05/2023 18:06;Mediano
6/05/2023 18:35;Grande
6/05/2023 18:39;Grande
6/05/2023 18:54;Grande
6/05/2023 19:05;Mediano
6/05/2023 19:08;Peque–o
6/05/2023 19:31;Peque–o
6/05/2023 19:32;Mediano
6/05/2023 19:34;Grande
6/05/2023 19:35;Grande
6/05/2023 19:37;Mediano
6/05/2023 19:37;Mediano
6/05/2023 19:41;Mediano
6/05/2023 19:56;Mediano
6/05/2023 20:01;Grande
6/05/2023 20:08;Grande
6/05/2023 20:15;Mediano
6/05/2023 20:38;Mediano
6/05/2023 20:39;Mediano
6/05/2023 20:43;Mediano
6/05/2023 20:46;Peque–o
6/05/2023 20:54;Grande
6/05/2023 20:56;Mediano
6/05/2023 20:57;Mediano
6/05/2023 21:13;Mediano
6/05/2023 21:23;Grande
6/05/2023 21:35;Mediano
6/05/2023 21:49;Mediano
6/05/2023 22:01;Grande
6/05/2023 22:11;Mediano
6/05/2023 22:18;Mediano
6/05/2023 22:30;Grande
6/05/2023 22:42;Mediano
6/05/2023 22:53;Mediano
6/05/2023 23:01;Mediano
6/05/2023 23:11;Grande
6/05/2023 23:19;Mediano
6/05/2023 23:30;Mediano
6/05/2023 23:39;Mediano
6/05/2023 23:47;Grande
6/05/2023 23:56;Mediano
7/05/2023 0:07;Peque–o
7/05/2023 0:18;Mediano
7/05/2023 0:32;Mediano
7/05/2023 0:43;Grande
7/05/2023 0:56;Mediano
7/05/2023 1:04;Mediano
7/05/2023 1:12;Grande
7/05/2023 1:23;Mediano
7/05/2023 1:31;Peque–o
7/05/2023 1:43;Mediano
7/05/2023 1:57;Mediano
7/05/2023 2:09;Grande
7/05/2023 2:21;Mediano
7/05/2023 2:29;Mediano
7/05/2023 2:36;Grande
7/05/2023 2:44;Mediano
7/05/2023 2:57;Peque–o
7/05/2023 3:04;Peque–o
7/05/2023 3:14;Grande
7/05/2023 3:22;Mediano
7/05/2023 3:34;Mediano
7/05/2023 3:45;Grande
7/05/2023 3:53;Mediano
7/05/2023 4:06;Grande
7/05/2023 4:16;Mediano
7/05/2023 4:28;Mediano
7/05/2023 4:43;Mediano
7/05/2023 4:57;Mediano
7/05/2023 5:07;Grande
7/05/2023 5:21;Peque–o
7/05/2023 5:33;Peque–o
7/05/2023 5:44;Mediano
7/05/2023 5:58;Grande
7/05/2023 6:09;Mediano
7/05/2023 6:10;Mediano
7/05/2023 6:17;Mediano
7/05/2023 6:33;Mediano
7/05/2023 6:42;Mediano
7/05/2023 6:43;Mediano
7/05/2023 6:48;Mediano
7/05/2023 6:52;Grande
7/05/2023 7:00;Grande
7/05/2023 7:03;Grande
7/05/2023 7:05;Mediano
7/05/2023 7:12;Mediano
7/05/2023 7:13;Mediano
7/05/2023 7:15;Mediano
7/05/2023 7:18;Mediano
7/05/2023 7:19;Grande
7/05/2023 7:22;Mediano
7/05/2023 7:24;Mediano
7/05/2023 7:34;Mediano
7/05/2023 7:43;Mediano
7/05/2023 7:43;Grande
7/05/2023 7:49;Mediano
7/05/2023 7:55;Grande
7/05/2023 7:56;Mediano
7/05/2023 8:01;Grande
7/05/2023 8:03;Mediano
7/05/2023 8:07;Mediano
7/05/2023 8:27;Grande
7/05/2023 8:29;Mediano
7/05/2023 8:35;Mediano
7/05/2023 8:43;Mediano
7/05/2023 8:44;Grande
7/05/2023 8:50;Mediano
7/05/2023 8:54;Peque–o
7/05/2023 9:10;Grande
7/05/2023 9:15;Mediano
7/05/2023 9:17;Mediano
7/05/2023 9:20;Mediano
7/05/2023 9:25;Mediano
7/05/2023 9:26;Mediano
7/05/2023 9:33;Mediano
7/05/2023 9:34;Peque–o
7/05/2023 9:37;Grande
7/05/2023 9:52;Peque–o
7/05/2023 9:53;Peque–o
7/05/2023 10:02;Mediano
7/05/2023 10:08;Grande
7/05/2023 10:08;Peque–o
7/05/2023 10:11;Mediano
7/05/2023 10:15;Peque–o
7/05/2023 10:33;Grande
7/05/2023 10:34;Peque–o
7/05/2023 10:34;Peque–o
7/05/2023 10:35;Grande
7/05/2023 10:37;Mediano
7/05/2023 10:51;Grande
7/05/2023 10:56;Grande
7/05/2023 11:01;Mediano
7/05/2023 11:05;Peque–o
7/05/2023 11:09;Grande
7/05/2023 11:12;Grande
7/05/2023 11:16;Mediano
7/05/2023 11:20;Mediano
7/05/2023 11:24;Peque–o
7/05/2023 11:28;Mediano
7/05/2023 11:31;Mediano
7/05/2023 11:35;Mediano
7/05/2023 11:38;Mediano
7/05/2023 11:42;Grande
7/05/2023 11:46;Mediano
7/05/2023 11:50;Mediano
7/05/2023 11:54;Mediano
7/05/2023 11:57;Mediano
7/05/2023 12:01;Peque–o
7/05/2023 12:05;Mediano
7/05/2023 12:07;Grande
7/05/2023 12:11;Mediano
7/05/2023 12:15;Grande
7/05/2023 12:17;Grande
7/05/2023 12:21;Grande
7/05/2023 12:25;Mediano
7/05/2023 12:30;Grande
7/05/2023 12:34;Mediano
7/05/2023 12:37;Mediano
7/05/2023 12:41;Mediano
7/05/2023 12:45;Mediano
7/05/2023 12:48;Mediano
7/05/2023 12:52;Grande
7/05/2023 12:56;Mediano
7/05/2023 12:59;Mediano
7/05/2023 13:03;Mediano
7/05/2023 13:06;Mediano
7/05/2023 13:09;Mediano
7/05/2023 13:14;Grande
7/05/2023 13:17;Mediano
7/05/2023 13:22;Peque–o
7/05/2023 13:26;Grande
7/05/2023 13:30;Mediano
7/05/2023 13:34;Grande
7/05/2023 13:38;Grande
7/05/2023 13:42;Mediano
7/05/2023 13:45;Mediano
7/05/2023 13:49;Grande
7/05/2023 13:53;Mediano
7/05/2023 13:56;Grande
7/05/2023 14:00;Grande
7/05/2023 14:04;Mediano
7/05/2023 14:07;Mediano
7/05/2023 14:12;Mediano
7/05/2023 14:15;Mediano
7/05/2023 14:18;Mediano
7/05/2023 14:22;Grande
7/05/2023 14:26;Mediano
7/05/2023 14:30;Grande
7/05/2023 14:34;Mediano
7/05/2023 14:38;Mediano
7/05/2023 14:42;Mediano
7/05/2023 14:45;Mediano
7/05/2023 14:49;Mediano
7/05/2023 14:52;Grande
7/05/2023 14:56;Mediano
7/05/2023 15:00;Mediano
7/05/2023 15:04;Mediano
7/05/2023 15:04;Grande
7/05/2023 15:11;Mediano
7/05/2023 15:13;Mediano
7/05/2023 15:20;Mediano
7/05/2023 15:52;Mediano
7/05/2023 15:59;Mediano
7/05/2023 16:04;Mediano
7/05/2023 16:20;Grande
7/05/2023 16:24;Grande
7/05/2023 16:44;Grande
7/05/2023 16:49;Grande
7/05/2023 16:50;Grande
7/05/2023 17:01;Peque–o
7/05/2023 17:03;Mediano
7/05/2023 17:03;Mediano
7/05/2023 17:05;Grande
7/05/2023 17:05;Grande
7/05/2023 17:08;Mediano
7/05/2023 17:31;Mediano
7/05/2023 17:35;Grande
7/05/2023 17:38;Mediano
7/05/2023 17:42;Mediano
7/05/2023 17:54;Mediano
7/05/2023 17:54;Mediano
7/05/2023 18:00;Grande
7/05/2023 18:01;Grande
7/05/2023 18:05;Mediano
7/05/2023 18:07;Grande
7/05/2023 18:08;Mediano
7/05/2023 18:08;Mediano
7/05/2023 18:11;Grande
7/05/2023 18:13;Grande
7/05/2023 18:16;Mediano
7/05/2023 19:02;Mediano
7/05/2023 19:13;Grande
7/05/2023 19:17;Mediano
7/05/2023 19:19;Mediano
7/05/2023 19:37;Mediano
7/05/2023 19:39;Mediano
7/05/2023 19:46;Mediano
7/05/2023 19:51;Mediano
7/05/2023 19:54;Mediano
7/05/2023 20:02;Mediano
7/05/2023 20:07;Mediano
7/05/2023 20:26;Mediano
7/05/2023 20:27;Grande
7/05/2023 20:28;Mediano
7/05/2023 21:09;Peque–o
7/05/2023 21:16;Peque–o
7/05/2023 21:31;Mediano
7/05/2023 21:39;Mediano
7/05/2023 21:52;Grande
7/05/2023 22:07;Mediano
7/05/2023 22:20;Peque–o
7/05/2023 22:34;Mediano
7/05/2023 22:43;Grande
7/05/2023 22:51;Grande
7/05/2023 23:01;Mediano
7/05/2023 23:09;Grande
7/05/2023 23:16;Mediano
7/05/2023 23:29;Mediano
7/05/2023 23:42;Mediano
7/05/2023 23:56;Peque–o
8/05/2023 0:09;Grande
8/05/2023 0:17;Mediano
8/05/2023 0:26;Mediano
8/05/2023 0:39;Mediano
8/05/2023 0:49;Mediano
8/05/2023 1:03;Grande
8/05/2023 1:17;Grande
8/05/2023 1:25;Peque–o
8/05/2023 1:38;Grande
8/05/2023 1:48;Grande
8/05/2023 2:00;Grande
8/05/2023 2:10;Mediano
8/05/2023 2:22;Mediano
8/05/2023 2:29;Grande
8/05/2023 2:43;Mediano
8/05/2023 2:55;Grande
8/05/2023 3:03;Grande
8/05/2023 3:18;Mediano
8/05/2023 3:32;Mediano
8/05/2023 3:42;Peque–o
8/05/2023 3:51;Mediano
8/05/2023 3:59;Mediano
8/05/2023 4:11;Mediano
8/05/2023 4:22;Mediano
8/05/2023 4:37;Mediano
8/05/2023 4:48;Mediano
8/05/2023 4:55;Mediano
8/05/2023 5:02;Peque–o
8/05/2023 5:15;Mediano
8/05/2023 5:24;Peque–o
8/05/2023 5:37;Mediano
8/05/2023 5:50;Mediano
8/05/2023 6:03;Grande
8/05/2023 6:08;Grande
8/05/2023 6:25;Grande
8/05/2023 6:29;Mediano
8/05/2023 6:39;Mediano
8/05/2023 6:41;Mediano
8/05/2023 6:51;Mediano
8/05/2023 7:03;Grande
8/05/2023 7:21;Mediano
8/05/2023 7:22;Mediano
8/05/2023 7:29;Mediano
8/05/2023 7:31;Peque–o
8/05/2023 7:36;Grande
8/05/2023 7:44;Mediano
8/05/2023 7:50;Mediano
8/05/2023 7:55;Grande
8/05/2023 8:09;Mediano
8/05/2023 8:11;Grande
8/05/2023 8:13;Mediano
8/05/2023 8:17;Mediano
8/05/2023 8:20;Grande
8/05/2023 8:21;Peque–o
8/05/2023 8:22;Mediano
8/05/2023 8:25;Mediano
8/05/2023 8:33;Grande
8/05/2023 8:36;Grande
8/05/2023 8:49;Mediano
8/05/2023 9:06;Mediano
8/05/2023 9:07;Mediano
8/05/2023 9:22;Mediano
8/05/2023 9:35;Mediano
8/05/2023 9:38;Mediano
8/05/2023 9:39;Grande
8/05/2023 9:43;Mediano
8/05/2023 9:47;Mediano
8/05/2023 9:48;Grande
8/05/2023 9:51;Mediano
8/05/2023 9:53;Grande
8/05/2023 10:00;Grande
8/05/2023 10:06;Grande
8/05/2023 10:13;Mediano
8/05/2023 10:22;Peque–o
8/05/2023 10:23;Peque–o
8/05/2023 10:37;Mediano
8/05/2023 10:40;Grande
8/05/2023 10:44;Grande
8/05/2023 10:56;Mediano
8/05/2023 11:03;Mediano
8/05/2023 11:06;Mediano
8/05/2023 11:10;Mediano
8/05/2023 11:14;Grande
8/05/2023 11:18;Grande
8/05/2023 11:21;Mediano
8/05/2023 11:25;Mediano
8/05/2023 11:29;Mediano
8/05/2023 11:32;Mediano
8/05/2023 11:35;Peque–o
8/05/2023 11:39;Grande
8/05/2023 11:43;Mediano
8/05/2023 11:47;Mediano
8/05/2023 11:51;Mediano
8/05/2023 11:54;Grande
8/05/2023 11:58;Mediano
8/05/2023 12:01;Mediano
8/05/2023 12:06;Grande
8/05/2023 12:09;Mediano
8/05/2023 12:13;Mediano
8/05/2023 12:17;Grande
8/05/2023 12:20;Mediano
8/05/2023 12:24;Mediano
8/05/2023 12:27;Mediano
8/05/2023 12:31;Grande
8/05/2023 12:35;Mediano
8/05/2023 12:39;Mediano
8/05/2023 12:43;Mediano
8/05/2023 12:46;Grande
8/05/2023 12:50;Mediano
8/05/2023 12:54;Peque–o
8/05/2023 12:57;Mediano
8/05/2023 13:01;Mediano
8/05/2023 13:05;Grande
8/05/2023 13:09;Mediano
8/05/2023 13:13;Mediano
8/05/2023 13:17;Grande
8/05/2023 13:20;Mediano
8/05/2023 13:23;Peque–o
8/05/2023 13:28;Mediano
8/05/2023 13:32;Mediano
8/05/2023 13:36;Grande
8/05/2023 13:39;Mediano
8/05/2023 13:42;Mediano
8/05/2023 13:46;Grande
8/05/2023 13:50;Mediano
8/05/2023 13:53;Peque–o
8/05/2023 13:58;Peque–o
8/05/2023 14:01;Grande
8/05/2023 14:05;Mediano
8/05/2023 14:08;Mediano
8/05/2023 14:11;Grande
8/05/2023 14:15;Mediano
8/05/2023 14:19;Grande
8/05/2023 14:22;Mediano
8/05/2023 14:26;Mediano
8/05/2023 14:30;Mediano
8/05/2023 14:34;Mediano
8/05/2023 14:38;Grande
8/05/2023 14:41;Peque–o
8/05/2023 14:45;Peque–o
8/05/2023 14:48;Mediano
8/05/2023 14:52;Grande
8/05/2023 14:56;Mediano
8/05/2023 15:00;Mediano
8/05/2023 15:03;Mediano
8/05/2023 15:08;Mediano
8/05/2023 15:13;Mediano
8/05/2023 15:14;Mediano
8/05/2023 15:17;Mediano
8/05/2023 15:28;Grande
8/05/2023 15:32;Grande
8/05/2023 15:41;Grande
8/05/2023 15:43;Mediano
8/05/2023 15:50;Mediano
8/05/2023 16:00;Mediano
8/05/2023 16:05;Mediano
8/05/2023 16:12;Mediano
8/05/2023 16:16;Grande
8/05/2023 16:19;Mediano
8/05/2023 16:25;Mediano
8/05/2023 16:28;Mediano
8/05/2023 16:36;Mediano
8/05/2023 16:40;Grande
8/05/2023 16:42;Mediano
8/05/2023 16:46;Grande
8/05/2023 16:46;Mediano
8/05/2023 16:46;Grande
8/05/2023 16:55;Mediano
8/05/2023 16:55;Mediano
8/05/2023 17:02;Grande
8/05/2023 17:21;Mediano
8/05/2023 17:23;Mediano
8/05/2023 17:24;Mediano
8/05/2023 17:28;Grande
8/05/2023 17:28;Mediano
8/05/2023 17:34;Peque–o
8/05/2023 17:39;Grande
8/05/2023 17:58;Mediano
8/05/2023 18:14;Mediano
8/05/2023 18:22;Mediano
8/05/2023 18:25;Mediano
8/05/2023 18:27;Mediano
8/05/2023 18:28;Mediano
8/05/2023 18:32;Peque–o
8/05/2023 18:34;Grande
8/05/2023 18:37;Peque–o
8/05/2023 18:39;Peque–o
8/05/2023 18:39;Mediano
8/05/2023 18:51;Grande
8/05/2023 18:59;Peque–o
8/05/2023 19:00;Mediano
8/05/2023 19:01;Peque–o
8/05/2023 19:02;Grande
8/05/2023 19:08;Peque–o
8/05/2023 19:08;Peque–o
8/05/2023 19:11;Grande
8/05/2023 19:11;Mediano
8/05/2023 19:12;Grande
8/05/2023 19:19;Grande
8/05/2023 19:20;Mediano
8/05/2023 19:28;Peque–o
8/05/2023 19:28;Grande
8/05/2023 19:33;Grande
8/05/2023 19:36;Mediano
8/05/2023 19:40;Mediano
8/05/2023 19:40;Peque–o
8/05/2023 19:43;Mediano
8/05/2023 19:44;Mediano
8/05/2023 20:00;Mediano
8/05/2023 20:02;Mediano
8/05/2023 20:26;Grande
8/05/2023 20:26;Mediano
8/05/2023 20:42;Mediano
8/05/2023 20:57;Mediano
8/05/2023 20:57;Mediano
8/05/2023 20:58;Peque–o
8/05/2023 21:27;Mediano
8/05/2023 21:35;Grande
8/05/2023 21:44;Mediano
8/05/2023 21:53;Grande
8/05/2023 22:06;Grande
8/05/2023 22:21;Grande
8/05/2023 22:32;Mediano
8/05/2023 22:40;Grande
8/05/2023 22:55;Mediano
8/05/2023 23:05;Mediano
8/05/2023 23:20;Mediano
8/05/2023 23:32;Mediano
8/05/2023 23:41;Mediano
8/05/2023 23:50;Grande
9/05/2023 0:04;Mediano
9/05/2023 0:12;Mediano
9/05/2023 0:21;Mediano
9/05/2023 0:34;Mediano
9/05/2023 0:47;Mediano
9/05/2023 0:55;Grande
9/05/2023 1:08;Mediano
9/05/2023 1:20;Peque–o
9/05/2023 1:31;Grande
9/05/2023 1:44;Mediano
9/05/2023 1:52;Grande
9/05/2023 2:04;Grande
9/05/2023 2:16;Mediano
9/05/2023 2:27;Mediano
9/05/2023 2:42;Grande
9/05/2023 2:57;Mediano
9/05/2023 3:07;Grande
9/05/2023 3:16;Grande
9/05/2023 3:30;Mediano
9/05/2023 3:42;Mediano
9/05/2023 3:51;Mediano
9/05/2023 4:04;Mediano
9/05/2023 4:16;Mediano
9/05/2023 4:25;Grande
9/05/2023 4:33;Mediano
